long,lat,year,TimePeriod,RCP,scenario,treecanopy,Ann_Herb,Bare,Herb,Litter,Shrub,DrySoilDays_Summer_whole,Evap_Summer,ExtremeShortTermDryStress_Summer_whole,FrostDays_Winter,NonDrySWA_Summer_whole,PPT_Winter,PPT_Summer,PPT_Annual,T_Winter,T_Summer,T_Annual,Tmax_Summer,Tmin_Winter,VWC_Winter_whole,VWC_Spring_whole,VWC_Summer_whole,VWC_Fall_whole
-110.0472,37.60413,1983,Hist,historical,sc1,0,0,84,5,11,7,0.0,5.16957570938265,33.69,85.0,0.0960442305282496,,,,,,,,-15.05,0.120417790064078,0.102542232457485,0.0441405045657255,0.0748017843161072
-110.0472,37.60413,1984,Hist,historical,sc1,0,0,84,5,11,7,,,,,,4.77,9.49,9.49,-1.047253,21.95978,21.95978,35.35,,,,,
-110.0472,37.60413,1984,Hist,historical,sc1,0,0,84,5,11,7,,,,,,4.77,9.49,4.77,-1.047253,21.95978,21.95978,35.35,,,,,
-110.0472,37.60413,1984,Hist,historical,sc1,0,0,84,5,11,7,,,,,,4.77,9.49,4.77,-1.047253,21.95978,-1.047253,35.35,,,,,
-110.0472,37.60413,1984,Hist,historical,sc1,0,0,84,5,11,7,,,,,,4.77,9.49,9.49,-1.047253,21.95978,-1.047253,35.35,,,,,
-110.0472,37.60413,1984,Hist,historical,sc1,0,0,84,5,11,7,0.0,5.23033244044802,34.01,91.0,0.0452782946446141,,,,,,,,-18.45,0.12020917105988,0.0778415353800625,0.0431793329961535,0.0703661709360139
-110.0472,37.60413,1985,Hist,historical,sc1,0,0,84,5,11,7,,,,,,7.66,4.81,16.19,-0.94,23.38859,9.743956,37.55,,,,,
-110.0472,37.60413,1985,Hist,historical,sc1,0,0,84,5,11,7,0.0,2.11554587261908,36.32,87.0,0.105145995850471,,,,,,,,-18.15,0.118680855786845,0.106539194509477,0.0433948666674286,0.107372502142818
-110.0472,37.60413,1986,Hist,historical,sc1,0,0,84,5,11,7,,,,,,2.19,9.85,6.45,2.294444,22.45109,10.7375,35.05,,,,,
-110.0472,37.60413,1986,Hist,historical,sc1,0,0,84,5,11,7,0.0,4.43476135841756,34.18,74.0,0.112855619279218,,,,,,,,-11.45,0.115208201489448,0.0759150799154722,0.0442455160278947,0.104274985193695
-110.0472,37.60413,1987,Hist,historical,sc1,0,0,84,5,11,7,,,,,,6.03,11.04,11.04,-0.41,22.01576,22.01576,34.25,,,,,
-110.0472,37.60413,1987,Hist,historical,sc1,0,0,84,5,11,7,0.0,4.57434459709152,33.22,85.0,0.312140124097063,,,,,,,,-14.15,0.125524065448268,0.0917965501171645,0.0482605574067661,0.0806719957947334
-110.0472,37.60413,1988,Hist,historical,sc1,0,0,84,5,11,7,,,,,,5.44,7.98,5.44,-1.256593,23.25,-1.256593,35.75,,,,,
-110.0472,37.60413,1988,Hist,historical,sc1,0,0,84,5,11,7,0.0,4.32010955987495,34.69,86.0,0.0267230035128102,,,,,,,,-16.15,0.116751888373809,0.089994715502913,0.0424124689764448,0.0486616953770378
-110.0472,37.60413,1989,Hist,historical,sc1,0,0,84,5,11,7,,,,,,5.13,6.69,1.81,-1.843889,22.5125,11.75495,38.25,,,,,
-110.0472,37.60413,1989,Hist,historical,sc1,0,0,84,5,11,7,0.0,3.27207236282375,36.62,86.0,0.0923744934809336,,,,,,,,-19.65,0.0491748863653843,0.0544614355128569,0.0436590329146498,0.0415335584513754
-110.0472,37.60413,1990,Hist,historical,sc1,0,0,84,5,11,7,,,,,,3.52,5.41,4.63,-0.09666667,23.2337,10.88261,37.35,,,,,
-110.0472,37.60413,1990,Hist,historical,sc1,0,0,84,5,11,7,0.0,2.9861135637069,36.15,82.0,0.0106235254000242,,,,,,,,-14.65,0.0441438871862895,0.0438770082230201,0.0418545418777248,0.0771023444667715
-110.0472,37.60413,1991,Hist,historical,sc1,0,0,84,5,11,7,,,,,,4.85,6.39,6.39,-2.093889,22.31033,22.31033,34.85,,,,,
-110.0472,37.60413,1991,Hist,historical,sc1,0,0,84,5,11,7,0.0,3.95401825476147,33.69,84.0,0.0104864145056125,,,,,,,,-24.55,0.0871769107161254,0.0817615782191593,0.0421038972135905,0.0707375484433581
-110.0472,37.60413,1992,Hist,historical,sc1,0,0,84,5,11,7,,,,,,6.39,5.95,6.39,-1.282418,21.67554,-1.282418,34.35,,,,,
-110.0472,37.60413,1992,Hist,historical,sc1,0,0,84,5,11,7,0.0,3.62175422546367,33.4,85.0,0.0128049381007828,,,,,,,,-14.35,0.114396357327604,0.094504902193448,0.0421187280018565,0.0584218588480648
-110.0472,37.60413,1993,Hist,historical,sc1,0,0,84,5,11,7,,,,,,13.81,5.55,6.76,-1.296667,21.29783,9.881868,34.75,,,,,
-110.0472,37.60413,1993,Hist,historical,sc1,0,0,84,5,11,7,0.0,2.44221728803598,33.72,83.0,0.0929622755990674,,,,,,,,-14.05,0.106751950562354,0.0924280482671131,0.0430715815007514,0.0719443555572886
-110.0472,37.60413,1994,Hist,historical,sc1,0,0,84,5,11,7,,,,,,3.23,2.56,6.77,-0.4327778,24.52935,11.58913,37.35,,,,,
-110.0472,37.60413,1994,Hist,historical,sc1,0,0,84,5,11,7,0.0,2.02053318158481,36.37,84.0,0.0002396084084553,,,,,,,,-14.25,0.0749258422098784,0.0538488245108274,0.041020681830401,0.058611479505083
-110.0472,37.60413,1995,Hist,historical,sc1,0,0,84,5,11,7,,,,,,7.22,6.76,6.76,1.735556,22.06848,22.06848,37.25,,,,,
-110.0472,37.60413,1995,Hist,historical,sc1,0,0,84,5,11,7,0.0,4.15730703610111,35.39,67.0,0.0122056950260074,,,,,,,,-10.75,0.114706606442884,0.0896870196667779,0.0423227080435721,0.0423339853165871
-110.0472,37.60413,1996,Hist,historical,sc1,0,0,84,5,11,7,,,,,,2.93,4.72,2.93,1.550549,24.16793,1.550549,36.05,,,,,
-110.0472,37.60413,1996,Hist,historical,sc1,0,0,84,5,11,7,0.0,3.06250593056046,35.38,66.0,0.0005501554951165,,,,,,,,-12.55,0.0469670897863847,0.0423820689078954,0.0415685390386833,0.0874889805426183
-110.0472,37.60413,1997,Hist,historical,sc1,0,0,84,5,11,7,,,,,,8.04,9.18,11.2,0.6705556,22.10163,11.33846,35.45,,,,,
-110.0472,37.60413,1997,Hist,historical,sc1,0,0,84,5,11,7,0.0,3.79968910208762,33.52,70.0,0.323601471415068,,,,,,,,-13.85,0.135454170211653,0.0927752375046789,0.0485792226443798,0.0742889049752868
-110.0472,37.60413,1998,Hist,historical,sc1,0,0,84,5,11,7,,,,,,5.19,5.69,5.57,0.08777778,22.54674,9.704891,37.25,,,,,
-110.0472,37.60413,1998,Hist,historical,sc1,0,0,84,5,11,7,0.0,3.19633371137513,35.73,84.0,0.0570669315177545,,,,,,,,-11.65,0.0947037592345168,0.0696585449789024,0.0425703308608947,0.0857996897702459
-110.0472,37.60413,1999,Hist,historical,sc1,0,0,84,5,11,7,,,,,,2.66,14.56,14.56,1.832778,21.66522,21.66522,34.35,,,,,
-110.0472,37.60413,1999,Hist,historical,sc1,0,0,84,5,11,7,0.0,6.32667550787018,33.14,73.0,0.311558616396654,,,,,,,,-15.05,0.112194846200622,0.0723664973476061,0.0486476109817655,0.0424101112321217
-110.0472,37.60413,2000,Hist,historical,sc1,0,0,84,5,11,7,,,,,,5.1,4.78,5.1,1.467582,23.94185,1.467582,36.85,,,,,
-110.0472,37.60413,2000,Hist,historical,sc1,0,0,84,5,11,7,0.0,2.98905410160837,35.94,63.0,0.000520873927103,,,,,,,,-12.65,0.0591387650422016,0.0659938551975264,0.0413455960502668,0.0816975218557855
-110.0472,37.60413,2001,Hist,historical,sc1,0,0,84,5,11,7,,,,,,6.24,8.13,3.07,0.3561111,23.12826,13.42802,36.05,,,,,
-110.0472,37.60413,2001,Hist,historical,sc1,0,0,84,5,11,7,0.0,4.10504922481081,35.3,79.0,0.078261654338783,,,,,,,,-12.95,0.116892417662054,0.0912681127974929,0.0433898289067058,0.0428024625700281
-110.0472,37.60413,2002,Hist,historical,sc1,0,0,84,5,11,7,,,,,,2.21,3.0,1.76,-0.85,24.23804,11.1413,37.25,,,,,
-110.0472,37.60413,2002,Hist,historical,sc1,0,0,84,5,11,7,0.0,2.1888628185224,36.26,86.0,0.0001056034347556,,,,,,,,-14.25,0.0617277906029951,0.0426256307963939,0.0410167565510935,0.0950089223196655
-110.0472,37.60413,2003,Hist,historical,sc1,0,0,84,5,11,7,,,,,,5.99,5.4,5.4,1.374444,24.26359,24.26359,38.15,,,,,
-110.0472,37.60413,2003,Hist,historical,sc1,0,0,84,5,11,7,0.0,3.08486636469918,36.86,74.0,0.0276205396382035,,,,,,,,-12.05,0.0868988046275972,0.0892255881461186,0.0419645236434049,0.0884285920253004
-110.0472,37.60413,2004,Hist,historical,sc1,0,0,84,5,11,7,,,,,,6.1,2.76,6.1,-0.8736264,22.70707,-0.8736264,35.15,,,,,
-110.0472,37.60413,2004,Hist,historical,sc1,0,0,84,5,11,7,0.0,1.99802333369831,34.2,81.0,0.0002715699342392,,,,,,,,-14.95,0.105603217401776,0.0852242372283227,0.0412707497231624,0.103057402334213
-110.0472,37.60413,2005,Hist,historical,sc1,0,0,84,5,11,7,,,,,,13.1,8.14,7.71,1.402222,22.2962,11.86374,38.25,,,,,
-110.0472,37.60413,2005,Hist,historical,sc1,0,0,84,5,11,7,0.0,3.81351906865196,37.29,64.0,0.106702978069486,,,,,,,,-14.35,0.137671639059951,0.092659587059004,0.044191521144267,0.0561705207980779
-110.0472,37.60413,2006,Hist,historical,sc1,0,0,84,5,11,7,,,,,,1.83,7.13,6.83,0.7255556,23.89511,10.95652,36.95,,,,,
-110.0472,37.60413,2006,Hist,historical,sc1,0,0,84,5,11,7,0.0,4.04015589218844,35.69,84.0,0.0195348197301342,,,,,,,,-14.85,0.0497467767662785,0.0664845624541717,0.0420795852047786,0.0998262324942915
-110.0472,37.60413,2007,Hist,historical,sc1,0,0,84,5,11,7,,,,,,3.39,7.59,7.59,-0.2666667,24.0712,24.0712,36.25,,,,,
-110.0472,37.60413,2007,Hist,historical,sc1,0,0,84,5,11,7,0.0,3.72187898656533,35.71,79.0,0.0573287373466614,,,,,,,,-16.45,0.0934016614531522,0.0575803823591505,0.0430131858331003,0.0562211618790666
-110.0472,37.60413,2008,Hist,historical,sc1,0,0,84,5,11,7,,,,,,13.12,6.65,13.12,-2.259341,22.4875,-2.259341,35.25,,,,,
-110.0472,37.60413,2008,Hist,historical,sc1,0,0,84,5,11,7,0.0,3.18309746121055,34.22,78.0,0.0486820362092323,,,,,,,,-18.65,0.122014714418379,0.0849853764169593,0.0430971158888598,0.0446319812306767
-110.0472,37.60413,2009,Hist,historical,sc1,0,0,84,5,11,7,,,,,,5.99,2.48,4.08,0.2044444,22.44565,11.00275,36.25,,,,,
-110.0472,37.60413,2009,Hist,historical,sc1,0,0,84,5,11,7,0.0,1.81060636121473,34.86,74.0,0.0001138341553047,,,,,,,,-17.15,0.0973876689840695,0.0700956471778924,0.0411341066112138,0.0446009228324744
-110.0472,37.60413,2010,Hist,historical,sc1,0,0,84,5,11,7,,,,,,12.04,9.85,4.29,-2.407222,22.6212,8.920652,37.75,,,,,
-110.0472,37.60413,2010,Hist,historical,sc1,0,0,84,5,11,7,0.0,4.3733820334454,35.76,88.0,0.276962042197655,,,,,,,,-17.15,0.0557764055443238,0.0885843065209652,0.0475040122773338,0.0547569057789949
-110.0472,37.60413,2011,Hist,historical,sc1,0,0,84,5,11,7,,,,,,5.5,5.66,5.66,-0.7294444,22.97337,22.97337,35.85,,,,,
-110.0472,37.60413,2011,Hist,historical,sc1,0,0,84,5,11,7,0.0,3.7904386557755,34.8,76.0,0.0016819854591841,,,,,,,,-23.05,0.0796443196114711,0.0588725407761597,0.0415907974382192,0.0533972536997604
-110.0472,37.60413,2012,Hist,historical,sc1,0,0,84,5,11,7,,,,,,5.47,6.7,5.47,0.06868132,23.96196,0.06868132,35.75,,,,,
-110.0472,37.60413,2012,Hist,historical,sc1,0,0,84,5,11,7,0.0,2.96869505876702,35.18,88.0,0.126670940900647,,,,,,,,-14.85,0.0733860867629435,0.0568475163491914,0.0440265222780885,0.046226519270137
-110.0472,37.60413,2013,Hist,historical,sc1,0,0,84,5,11,7,,,,,,7.25,7.91,15.4,-1.190556,22.95326,10.37473,38.55,,,,,
-110.0472,37.60413,2013,Hist,historical,sc1,0,0,84,5,11,7,0.0,3.05001266276746,36.19,83.0,0.174437903200197,,,,,,,,-19.75,0.0885561498970896,0.075527678296766,0.0451332409581489,0.109409101454101
-110.0472,37.60413,2014,Hist,historical,sc1,0,0,84,5,11,7,,,,,,3.92,6.9,3.59,0.5827778,22.22174,10.3462,35.95,,,,,
-110.0472,37.60413,2014,Hist,historical,sc1,0,0,84,5,11,7,0.0,3.46317037788156,34.51,73.0,0.0808417592397654,,,,,,,,-17.95,0.117244940065763,0.0689349693953318,0.0431885754894483,0.0640772126711979
-110.0472,37.60413,2015,Hist,historical,sc1,0,0,84,5,11,7,,,,,,7.25,13.03,13.03,1.998333,22.37283,22.37283,36.25,,,,,
-110.0472,37.60413,2015,Hist,historical,sc1,0,0,84,5,11,7,0.0,5.34448807585083,34.84,56.0,0.250406181326857,,,,,,,,-15.05,0.0816188315207987,0.0836938149258319,0.0474263924244372,0.0907336875533358
-110.0472,37.60413,2016,Hist,historical,sc1,0,0,84,5,11,7,,,,,,6.89,6.91,6.89,-0.9379121,23.6788,-0.9379121,37.85,,,,,
-110.0472,37.60413,2016,Hist,historical,sc1,0,0,84,5,11,7,0.0,3.56282374142924,36.09,76.0,0.0922746935314533,,,,,,,,-16.35,0.116631081131157,0.0827914776542404,0.0433475440820108,0.0454958708444396
-110.0472,37.60413,2017,Hist,historical,sc1,0,0,84,5,11,7,,,,,,9.64,6.1,2.8,1.096111,24.11467,12.88132,37.35,,,,,
-110.0472,37.60413,2017,Hist,historical,sc1,0,0,84,5,11,7,0.0,3.07104079104214,36.03,62.0,0.0291429542972333,,,,,,,,-14.85,0.0986869507612903,0.0795167171427424,0.042222380231534,0.0425112543794443
-110.0472,37.60413,2018,Hist,historical,sc1,0,0,84,5,11,7,,,,,,2.67,4.48,2.92,2.130556,24.55,11.7125,35.95,,,,,
-110.0472,37.60413,2018,Hist,historical,sc1,0,0,84,5,11,7,0.0,2.17671507632695,35.25,69.0,0.0121311964252552,,,,,,,,-12.15,0.0454575432565443,0.042141709470116,0.0416131465340231,0.0929252844030823
-110.0461,37.60334,1980,Hist,historical,sc1,6,0,77,7,6,10,,,,,,13.79,2.69,6.37,0.9648352,23.15924,11.96209,37.05,,,,,
-110.0461,37.60334,1980,Hist,historical,sc1,6,0,77,7,6,10,0.0,1.49971483993315,36.16,75.0,0.0336760200094286,,,,,,,,-12.45,0.121346385174498,0.0946718064393262,0.0473425788615667,0.0579732130444053
-110.0461,37.60334,1981,Hist,historical,sc1,6,0,77,7,6,10,,,,,,2.25,9.39,2.25,3.334444,23.27065,3.334444,37.55,,,,,
-110.0461,37.60334,1981,Hist,historical,sc1,6,0,77,7,6,10,0.0,5.0877508138246,36.08,79.0,0.0391568929975137,,,,,,,,-9.35,0.054806596388077,0.0637458146688761,0.0484231069505938,0.0981219103165538
-110.0461,37.60334,1982,Hist,historical,sc1,6,0,77,7,6,10,,,,,,4.12,9.5,9.5,-0.01555556,22.05707,22.05707,36.65,,,,,
-110.0461,37.60334,1982,Hist,historical,sc1,6,0,77,7,6,10,0.0,4.37458425442411,34.99,83.0,0.193416583508533,,,,,,,,-16.55,0.105490228592474,0.0658434918212244,0.0518720339140509,0.0723110572839497
-110.0461,37.60334,1983,Hist,historical,sc1,6,0,77,7,6,10,,,,,,7.09,10.22,10.8,0.4094444,21.32826,8.020652,34.55,,,,,
-110.0461,37.60334,1983,Hist,historical,sc1,6,0,77,7,6,10,0.0,5.12832001624774,33.69,85.0,0.103942780636716,,,,,,,,-15.05,0.125032656627392,0.103962908379187,0.0502760164012108,0.0778360219005284
-110.0461,37.60334,1984,Hist,historical,sc1,6,0,77,7,6,10,,,,,,4.77,9.49,8.17,-1.047253,21.95978,10.03407,35.35,,,,,
-110.0461,37.60334,1984,Hist,historical,sc1,6,0,77,7,6,10,0.0,5.20483538555444,34.01,91.0,0.0522804605011272,,,,,,,,-18.45,0.115396684113777,0.0665854298235936,0.0490419314305851,0.0763558485463378
-110.0461,37.60334,1985,Hist,historical,sc1,6,0,77,7,6,10,,,,,,7.66,4.81,7.66,-0.94,23.38859,-0.94,37.55,,,,,
-110.0461,37.60334,1985,Hist,historical,sc1,6,0,77,7,6,10,0.0,2.13194414069631,36.32,87.0,0.107616218953882,,,,,,,,-18.15,0.117805450210073,0.105438022232974,0.0493428424636598,0.111592383330858
-110.0461,37.60334,1986,Hist,historical,sc1,6,0,77,7,6,10,,,,,,2.19,9.85,9.85,2.294444,22.45109,22.45109,35.05,,,,,
-110.0461,37.60334,1986,Hist,historical,sc1,6,0,77,7,6,10,0.0,4.40735027681867,34.18,74.0,0.116068155265582,,,,,,,,-11.45,0.11438732889139,0.064142902263933,0.050322352658537,0.112806178226622
-110.0461,37.60334,1987,Hist,historical,sc1,6,0,77,7,6,10,,,,,,6.03,11.04,6.14,-0.41,22.01576,10.02065,34.25,,,,,
-110.0461,37.60334,1987,Hist,historical,sc1,6,0,77,7,6,10,0.0,4.39505054034735,33.22,85.0,0.314710223317675,,,,,,,,-14.15,0.12802570269159,0.0842962191638053,0.0553063570467971,0.0874418219228152
-110.0461,37.60334,1988,Hist,historical,sc1,6,0,77,7,6,10,,,,,,5.44,7.98,4.88,-1.256593,23.25,11.86209,35.75,,,,,
-110.0461,37.60334,1988,Hist,historical,sc1,6,0,77,7,6,10,0.0,4.34603964617136,34.69,86.0,0.0277820332765857,,,,,,,,-16.15,0.115032236825931,0.0781691370604204,0.0480690275556591,0.0544999541856545
-110.0461,37.60334,1989,Hist,historical,sc1,6,0,77,7,6,10,,,,,,5.13,6.69,5.13,-1.843889,22.5125,-1.843889,38.25,,,,,
-110.0461,37.60334,1989,Hist,historical,sc1,6,0,77,7,6,10,0.0,3.19052282732509,36.62,86.0,0.0978700773397888,,,,,,,,-19.65,0.0545701430082707,0.0574145544856669,0.0495920986233013,0.0468584452834434
-110.0461,37.60334,1990,Hist,historical,sc1,6,0,77,7,6,10,,,,,,3.52,5.41,5.41,-0.09666667,23.2337,23.2337,37.35,,,,,
-110.0461,37.60334,1990,Hist,historical,sc1,6,0,77,7,6,10,0.0,2.99789759397454,36.15,82.0,0.0147150409637825,,,,,,,,-14.65,0.049222176157636,0.0496215231708493,0.0473905200732889,0.0804076406334266
-110.0461,37.60334,1991,Hist,historical,sc1,6,0,77,7,6,10,,,,,,4.85,6.39,4.79,-2.093889,22.31033,8.420652,34.85,,,,,
-110.0461,37.60334,1991,Hist,historical,sc1,6,0,77,7,6,10,0.0,3.92691585802152,33.69,84.0,0.0159925902655313,,,,,,,,-24.55,0.0775338546405972,0.0716530663823327,0.0476882951995199,0.0788161297038665
-110.0461,37.60334,1992,Hist,historical,sc1,6,0,77,7,6,10,,,,,,6.39,5.95,5.89,-1.282418,21.67554,11.05934,34.35,,,,,
-110.0461,37.60334,1992,Hist,historical,sc1,6,0,77,7,6,10,0.0,3.61940683362437,33.4,85.0,0.0193861166055374,,,,,,,,-14.35,0.115421196561241,0.0900615077866417,0.0477574765584405,0.0651801580751195
-110.0461,37.60334,1993,Hist,historical,sc1,6,0,77,7,6,10,,,,,,13.81,5.55,13.81,-1.296667,21.29783,-1.296667,34.75,,,,,
-110.0461,37.60334,1993,Hist,historical,sc1,6,0,77,7,6,10,0.0,2.46351668268093,33.72,83.0,0.091029045704534,,,,,,,,-14.05,0.111973594279471,0.0901924657854208,0.0487814426737924,0.0781994874338222
-110.0461,37.60334,1994,Hist,historical,sc1,6,0,77,7,6,10,,,,,,3.23,2.56,2.56,-0.4327778,24.52935,24.52935,37.35,,,,,
-110.0461,37.60334,1994,Hist,historical,sc1,6,0,77,7,6,10,0.0,1.99175149592146,36.37,84.0,0.0002279210605593,,,,,,,,-14.25,0.0702040145580657,0.0536894927144106,0.0462799385225083,0.0648722210739932
-110.0461,37.60334,1995,Hist,historical,sc1,6,0,77,7,6,10,,,,,,7.22,6.76,12.48,1.735556,22.06848,8.641848,37.25,,,,,
-110.0461,37.60334,1995,Hist,historical,sc1,6,0,77,7,6,10,0.0,4.12450167159939,35.39,67.0,0.0181341077627673,,,,,,,,-10.75,0.120595641432154,0.0854303115845054,0.0479721107541298,0.0478284710956796
-110.0461,37.60334,1996,Hist,historical,sc1,6,0,77,7,6,10,,,,,,2.93,4.72,12.72,1.550549,24.16793,10.98956,36.05,,,,,
-110.0461,37.60334,1996,Hist,historical,sc1,6,0,77,7,6,10,0.0,3.01546212121768,35.38,66.0,0.0005783551999078,,,,,,,,-12.55,0.0525327650457567,0.0478240829714977,0.0470551391955449,0.0907830608840458
-110.0461,37.60334,1997,Hist,historical,sc1,6,0,77,7,6,10,,,,,,8.04,9.18,8.04,0.6705556,22.10163,0.6705556,35.45,,,,,
-110.0461,37.60334,1997,Hist,historical,sc1,6,0,77,7,6,10,0.0,3.74696774568151,33.52,70.0,0.328067312000976,,,,,,,,-13.85,0.140277057295607,0.0852218002562066,0.055738368281419,0.0753724873023635
-110.0461,37.60334,1998,Hist,historical,sc1,6,0,77,7,6,10,,,,,,5.19,5.69,5.69,0.08777778,22.54674,22.54674,37.25,,,,,
-110.0461,37.60334,1998,Hist,historical,sc1,6,0,77,7,6,10,0.0,3.18272101349762,35.73,84.0,0.0595722656064317,,,,,,,,-11.65,0.0888366631092515,0.0614984433329468,0.0483253439121294,0.092948786602469
-110.0461,37.60334,1999,Hist,historical,sc1,6,0,77,7,6,10,,,,,,2.66,14.56,,1.832778,21.66522,,34.35,,,,,
-110.0461,37.60334,1999,Hist,historical,sc1,6,0,77,7,6,10,0.0,6.16295226792948,33.14,73.0,0.30984082194138,,,,,,,,-15.05,0.112685553178088,0.061995642738808,0.0556441187503871,0.0476302365674173
-110.0461,37.60334,2000,Hist,historical,sc1,6,0,77,7,6,10,,,,,,5.1,4.78,9.68,1.467582,23.94185,10.24505,36.85,,,,,
-110.0461,37.60334,2000,Hist,historical,sc1,6,0,77,7,6,10,0.0,3.04267704819342,35.94,63.0,0.0004262798693283,,,,,,,,-12.65,0.0663582949374345,0.0668319618733996,0.0467270418272073,0.0894263586843956
-110.0461,37.60334,2001,Hist,historical,sc1,6,0,77,7,6,10,,,,,,6.24,8.13,6.76,0.3561111,23.12826,11.3625,36.05,,,,,
-110.0461,37.60334,2001,Hist,historical,sc1,6,0,77,7,6,10,,,,,,6.24,8.13,6.76,0.3561111,23.12826,0.3561111,36.05,,,,,
-110.0461,37.60334,2001,Hist,historical,sc1,6,0,77,7,6,10,,,,,,6.24,8.13,6.24,0.3561111,23.12826,11.3625,36.05,,,,,
-110.0461,37.60334,2001,Hist,historical,sc1,6,0,77,7,6,10,,,,,,6.24,8.13,6.24,0.3561111,23.12826,0.3561111,36.05,,,,,
-110.0461,37.60334,2001,Hist,historical,sc1,6,0,77,7,6,10,0.0,4.00275854023916,35.3,79.0,0.0847103940314513,,,,,,,,-12.95,0.115707979645811,0.0874787730444758,0.0493388186523576,0.0484280310397329
-110.0461,37.60334,2002,Hist,historical,sc1,6,0,77,7,6,10,,,,,,2.21,3.0,3.0,-0.85,24.23804,24.23804,37.25,,,,,
-110.0461,37.60334,2002,Hist,historical,sc1,6,0,77,7,6,10,0.0,2.22925643666895,36.26,86.0,7.75658433187683e-05,,,,,,,,-14.25,0.0649546005673875,0.0467609939042162,0.046330609266889,0.0898370981242145
-110.0461,37.60334,2003,Hist,historical,sc1,6,0,77,7,6,10,,,,,,5.99,5.4,,1.374444,24.26359,,38.15,,,,,
-110.0461,37.60334,2003,Hist,historical,sc1,6,0,77,7,6,10,0.0,3.01118822802575,36.86,74.0,0.0314315878497989,,,,,,,,-12.05,0.0680431081951392,0.0790293013418942,0.0475927587688157,0.0856890238688635
-110.0461,37.60334,2004,Hist,historical,sc1,6,0,77,7,6,10,,,,,,6.1,2.76,5.18,-0.8736264,22.70707,10.1511,35.15,,,,,
-110.0461,37.60334,2004,Hist,historical,sc1,6,0,77,7,6,10,,,,,,6.1,2.76,5.18,-0.8736264,22.70707,11.79402,35.15,,,,,
-110.0461,37.60334,2004,Hist,historical,sc1,6,0,77,7,6,10,,,,,,6.1,2.76,16.59,-0.8736264,22.70707,10.1511,35.15,,,,,
-110.0461,37.60334,2004,Hist,historical,sc1,6,0,77,7,6,10,,,,,,6.1,2.76,16.59,-0.8736264,22.70707,11.79402,35.15,,,,,
-110.0461,37.60334,2004,Hist,historical,sc1,6,0,77,7,6,10,0.0,1.98415748182633,34.2,81.0,0.0002541048860011,,,,,,,,-14.95,0.0943787853995346,0.067932744770919,0.0466889264893816,0.112566749938526
-110.0461,37.60334,2005,Hist,historical,sc1,6,0,77,7,6,10,,,,,,13.1,8.14,13.1,1.402222,22.2962,1.402222,38.25,,,,,
-110.0461,37.60334,2005,Hist,historical,sc1,6,0,77,7,6,10,0.0,3.81350622835728,37.29,64.0,0.103057096641202,,,,,,,,-14.35,0.144995649545848,0.0834373738877527,0.050081754002163,0.0624852236027787
-110.0461,37.60334,2006,Hist,historical,sc1,6,0,77,7,6,10,,,,,,1.83,7.13,7.13,0.7255556,23.89511,23.89511,36.95,,,,,
